t,w
0.0,0.0
0.0025012506253126563,0.0
0.0050025012506253125,0.0
0.007503751875937969,0.0
0.010005002501250625,0.0
0.01250625312656328,0.0
0.015007503751875938,0.0
0.017508754377188594,0.0
0.02001000500250125,0.0
0.022511255627813906,0.0
0.02501250625312656,0.0
0.027513756878439218,0.0
0.030015007503751877,0.0
0.03251625812906453,0.0
0.03501750875437719,0.0
0.03751875937968984,0.0
0.0400200100050025,0.0
0.04252126063031516,0.0
0.04502251125562781,0.0
0.04752376188094047,0.0
0.05002501250625312,0.0
0.05252626313156578,0.0
0.055027513756878435,0.0
0.057528764382191094,0.0
0.060030015007503754,0.0
0.06253126563281641,0.0
0.06503251625812906,0.0
0.06753376688344172,0.0
0.07003501750875438,0.0
0.07253626813406704,0.0
0.07503751875937968,0.0
0.07753876938469234,0.0
0.080040020010005,0.0
0.08254127063531766,0.0
0.08504252126063032,0.0
0.08754377188594296,0.0
0.09004502251125562,0.0
0.09254627313656828,0.0
0.09504752376188094,0.0
0.09754877438719359,0.0
0.10005002501250625,0.0
0.1025512756378189,0.0
0.10505252626313157,0.0
0.10755377688844422,0.0
0.11005502751375687,0.0
0.11255627813906953,0.0
0.11505752876438219,0.0
0.11755877938969485,0.0
0.12006003001500751,0.0
0.12256128064032015,0.0
0.12506253126563283,0.0
0.12756378189094547,0.0
0.13006503251625812,0.0
0.1325662831415708,0.0
0.13506753376688344,0.0
0.13756878439219608,0.0
0.14007003501750875,0.0
0.1425712856428214,0.0
0.14507253626813407,0.0
0.14757378689344672,0.0
0.15007503751875936,0.0
0.15257628814407204,0.0
0.15507753876938468,0.0
0.15757878939469736,0.0
0.16008004002001,0.0
0.16258129064532265,0.0
0.16508254127063532,0.0
0.16758379189594796,0.0
0.17008504252126064,0.0
0.17258629314657328,0.0
0.17508754377188593,0.0
0.1775887943971986,0.0
0.18009004502251125,0.0
0.18259129564782392,0.0
0.18509254627313657,0.0
0.1875937968984492,0.0
0.19009504752376188,0.0
0.19259629814907453,0.0
0.19509754877438718,0.0
0.19759879939969985,0.0
0.2001000500250125,0.0
0.20260130065032517,0.0
0.2051025512756378,0.0
0.20760380190095046,0.0
0.21010505252626313,0.0
0.21260630315157578,0.0
0.21510755377688845,0.0
0.2176088044022011,0.0
0.22011005502751374,0.0
0.2226113056528264,0.0
0.22511255627813906,0.0
0.22761380690345173,0.0
0.23011505752876438,0.0
0.23261630815407702,0.0
0.2351175587793897,0.0
0.23761880940470234,0.0
0.24012006003001501,0.0
0.24262131065532766,0.0
0.2451225612806403,0.0
0.24762381190595298,0.0
0.25012506253126565,0.0
0.2526263131565783,0.0
0.25512756378189094,0.0
0.2576288144072036,0.0
0.26013006503251623,0.0
0.26263131565782893,0.0
0.2651325662831416,0.0
0.2676338169084542,0.0
0.27013506753376687,0.0
0.2726363181590795,0.0
0.27513756878439216,0.0
0.27763881940970486,0.0
0.2801400700350175,0.0
0.28264132066033015,0.0
0.2851425712856428,0.0
0.28764382191095544,0.0
0.29014507253626814,0.0
0.2926463231615808,0.0
0.29514757378689344,0.0
0.2976488244122061,0.0
0.3001500750375187,0.0
0.3026513256628314,0.0
0.3051525762881441,0.0
0.3076538269134567,0.0
0.31015507753876936,0.0
0.312656328164082,0.0
0.3151575787893947,0.0
0.31765882941470736,0.0
0.32016008004002,0.0
0.32266133066533265,0.0
0.3251625812906453,0.0
0.327663831915958,0.0
0.33016508254127064,0.0
0.3326663331665833,0.0
0.33516758379189593,0.0
0.3376688344172086,0.0
0.3401700850425213,0.0
0.3426713356678339,0.0
0.34517258629314657,0.0
0.3476738369184592,0.0
0.35017508754377186,0.0
0.35267633816908456,0.0
0.3551775887943972,0.0
0.35767883941970985,0.0
0.3601800900450225,0.0
0.36268134067033514,0.0
0.36518259129564784,0.0
0.3676838419209605,0.0
0.37018509254627313,0.0
0.3726863431715858,0.0
0.3751875937968984,0.0
0.37768884442221107,0.0
0.38019009504752377,0.0
0.3826913456728364,0.0
0.38519259629814906,0.0
0.3876938469234617,0.0
0.39019509754877435,0.0
0.39269634817408705,0.0
0.3951975987993997,0.0
0.39769884942471234,0.0
0.400200100050025,0.0
0.40270135067533763,0.0
0.40520260130065033,0.0
0.407703851925963,0.0
0.4102051025512756,0.0
0.41270635317658827,0.0
0.4152076038019009,0.0
0.4177088544272136,0.0
0.42021010505252626,0.0
0.4227113556778389,0.0
0.42521260630315155,0.0
0.4277138569284642,0.0
0.4302151075537769,0.0
0.43271635817908954,0.0
0.4352176088044022,0.0
0.43771885942971483,0.0
0.4402201100550275,0.0
0.4427213606803402,0.0
0.4452226113056528,0.0
0.44772386193096547,0.0
0.4502251125562781,0.0
0.45272636318159076,0.0
0.45522761380690346,0.0
0.4577288644322161,0.0
0.46023011505752875,0.0
0.4627313656828414,0.0
0.46523261630815405,0.0
0.46773386693346675,0.0
0.4702351175587794,0.0
0.47273636818409204,0.0
0.4752376188094047,0.0
0.47773886943471733,0.0
0.48024012006003003,0.0
0.4827413706853427,0.0
0.4852426213106553,0.0
0.48774387193596797,0.0
0.4902451225612806,0.0
0.49274637318659326,0.0
0.49524762381190596,0.0
0.4977488744372186,0.0
0.5002501250625313,0.1
0.5027513756878439,0.1
0.5052526263131566,0.1
0.5077538769384692,0.1
0.5102551275637819,0.1
0.5127563781890946,0.1
0.5152576288144072,0.1
0.5177588794397199,0.1
0.5202601300650325,0.1
0.5227613806903452,0.1
0.5252626313156579,0.1
0.5277638819409705,0.1
0.5302651325662832,0.1
0.5327663831915957,0.1
0.5352676338169085,0.1
0.537768884442221,0.1
0.5402701350675337,0.1
0.5427713856928464,0.1
0.545272636318159,0.1
0.5477738869434717,0.1
0.5502751375687843,0.1
0.552776388194097,0.1
0.5552776388194097,0.1
0.5577788894447223,0.1
0.560280140070035,0.1
0.5627813906953476,0.1
0.5652826413206603,0.1
0.567783891945973,0.1
0.5702851425712856,0.1
0.5727863931965983,0.1
0.5752876438219109,0.1
0.5777888944472236,0.1
0.5802901450725363,0.1
0.5827913956978489,0.1
0.5852926463231616,0.1
0.5877938969484742,0.1
0.5902951475737869,0.1
0.5927963981990996,0.1
0.5952976488244122,0.1
0.5977988994497249,0.1
0.6003001500750375,0.1
0.6028014007003502,0.1
0.6053026513256629,0.1
0.6078039019509754,0.1
0.6103051525762881,0.1
0.6128064032016007,0.1
0.6153076538269134,0.1
0.6178089044522261,0.1
0.6203101550775387,0.1
0.6228114057028514,0.1
0.625312656328164,0.1
0.6278139069534767,0.1
0.6303151575787894,0.1
0.632816408204102,0.1
0.6353176588294147,0.1
0.6378189094547273,0.1
0.64032016008004,0.1
0.6428214107053527,0.1
0.6453226613306653,0.1
0.647823911955978,0.1
0.6503251625812906,0.1
0.6528264132066033,0.1
0.655327663831916,0.1
0.6578289144572286,0.1
0.6603301650825413,0.1
0.6628314157078539,0.1
0.6653326663331666,0.1
0.6678339169584793,0.1
