t,w
0.0,0.0
0.007501875468867217,0.003940464914194738
0.015003750937734433,0.007874808987670647
0.02250562640660165,0.01179692088739185
0.030007501875468866,0.01570070828091982
0.037509377344336084,0.019580107299813583
0.0450112528132033,0.02342909195881594
0.05251312828207052,0.02724168351619463
0.06001500375093773,0.03101195976069876
0.06751687921980495,0.03473406421070467
0.07501875468867217,0.038402215211262136
0.08252063015753938,0.04201071491491001
0.0900225056264066,0.0455539581323113
0.09752438109527381,0.04902644103895947
0.10502625656414104,0.05242276972443195
0.11252813203300825,0.055737668570910726
0.12003000750187547,0.05896598844795558
0.1275318829707427,0.06210271471080071
0.1350337584396099,0.06514297498975075
0.14253563390847712,0.06808204675857686
0.15003750937734434,0.07091536467015629
0.15753938484621155,0.07363852764796124
0.16504126031507876,0.07624730572238111
0.17254313578394598,0.07873764660125955
0.1800450112528132,0.08110568196443962
0.1875468867216804,0.08334773347254
0.19504876219054762,0.08546031848062836
0.20255063765941486,0.08744015544791672
0.21005251312828208,0.08928416903507587
0.2175543885971493,0.0909894948812509
0.2250562640660165,0.09255348405335764
0.23255813953488372,0.09397370716074885
0.24006001500375093,0.09524795812885847
0.24756189047261815,0.09637425762596263
0.2550637659414854,0.09735085613773403
0.2625656414103526,0.0981762366848144
0.2700675168792198,0.09884911717918342
0.27756939234808703,0.09936845241566387
0.28507126781695424,0.09973343569546987
0.29257314328582146,0.09994350007927588
0.30007501875468867,0.09999831926786039
0.3075768942235559,0.09989780810895607
0.3150787696924231,0.09964212272951939
0.3225806451612903,0.099231660293214
0.3300825206301575,0.09866705838348454
0.33758439609902474,0.09794919401317959
0.34508627156789196,0.09707918226226156
0.35258814703675917,0.09605837454571999
0.3600900225056264,0.09488835651437871
0.3675918979744936,0.09357094559185754
0.3750937734433608,0.09210818815151432
0.382595648912228,0.09050235633775272
0.39009752438109524,0.0887559445366331
0.39759939984996245,0.08687166550126882
0.4051012753188297,0.08485244613802662
0.41260315078769694,0.0827014229600764
0.42010502625656415,0.08042193721535246
0.42760690172543137,0.07801752969649423
0.4351087771942986,0.07549193524082848
0.4426106526631658,0.0728490769289358
0.450112528132033,0.07009305999081361
0.4576144036009002,0.0672281654291009
0.46511627906976744,0.0642588433692703
0.47261815453863465,0.06118970614711642
0.48012003000750186,0.05802552114427824
0.4876219054763691,0.054771203382924176
0.4951237809452363,0.05143180789110289
0.5026256564141035,0.04801252185061844
0.5101275318829708,0.044518656539627464
0.5176294073518379,0.04095563908247388
0.5251312828207052,0.03732900401957558
0.5326331582895724,0.03364438471045974
0.5401350337584396,0.02990750458329827
0.5476369092273068,0.026124168244537928
0.5551387846961741,0.022300252462432953
0.5626406601650412,0.018441697038487647
0.5701425356339085,0.014554495580986482
0.5776444111027756,0.010644686194945496
0.5851462865716429,0.0067183421029445994
0.5926481620405101,0.002781562211411921
0.6001500375093773,-0.0011595383629885122
0.6076519129782445,-0.005098837792147933
0.6151537884471118,-0.009030217045730071
0.6226556639159789,-0.012947569396041367
0.6301575393848462,-0.01684480990379228
0.6376594148537134,-0.020715884870013045
0.6451612903225806,-0.024554781239443907
